Heigh,Width,Year_w,currentBid,itemId,lotNumber,presaleEstimateHigh,presaleEstimateLow,priceRealised,startingBid,durationDays,saleUnif,isTitled,oil,ink,color,gouache,pastel,silver gelatin,chromogenic,charcoal,pigment,etching,leaf,leaves,Opaque pigments,pencil,acrylic,watercolor,pen,marble dust,scroll,engraving,mezzotint,aquatint,digital,casein,handmade paper,cardboard,lithograph,silkscreen,canvas,silk,print,prints,board,wove paper,masonite,paperboard,isSet,age,area,Style_American,Style_Asia,Style_China,Style_India,Style_Latin America,Style_Masters,Style_Nature,saleCurrency_GBP,saleCurrency_HKD,saleCurrency_USD,Year_s_2017,Year_s_2018,Year_s_2019,SP,Dow,t-bill,NASDAQ
9.5,8.0,2015.0,700.0,41325,85,800.0,600.0,875.0,500.0,7,45632.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,76.0,0,1,0,0,0,0,0,0,0,1,1,0,0,2357.03,20606.93,1.748,6011.24
10.0,8.0,2015.0,700.0,41326,86,800.0,600.0,875.0,500.0,7,45632.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,80.0,0,1,0,0,0,0,0,0,0,1,1,0,0,2357.03,20606.93,1.748,6011.24
5.5,6.0,2004.0,400.0,41327,87,500.0,300.0,500.0,300.0,7,45632.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,33.0,0,1,0,0,0,0,0,0,0,1,1,0,0,2357.03,20606.93,1.748,6011.24
18.3,57.3,1568.0,30000.0,41328,1601,50000.0,30000.0,37500.0,30000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,449,1048.59,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
20.5,59.0,1756.0,30000.0,41329,1602,50000.0,30000.0,37500.0,30000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,261,1209.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
26.0,17.5,1876.0,50000.0,41332,1605,70000.0,50000.0,62500.0,50000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,141,455.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
28.7,16.5,1876.0,120000.0,41333,1606,60000.0,40000.0,150000.0,40000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,141,473.55,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
114.0,50.2,1876.0,24000.0,41334,1607,50000.0,25000.0,30000.0,24000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,141,5722.8,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
137.5,77.0,1721.0,30000.0,41335,1608,40000.0,20000.0,37500.0,20000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,296,10587.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
124.5,30.0,1823.0,26000.0,41337,1610,40000.0,20000.0,32500.0,20000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,194,3735.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
165.5,38.0,1736.0,35000.0,41339,1612,30000.0,10000.0,43750.0,10000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,281,6289.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
230.0,54.8,1876.0,65000.0,41340,1613,60000.0,40000.0,81250.0,40000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,141,12604.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
101.0,25.5,1876.0,10000.0,41341,1614,30000.0,10000.0,12500.0,10000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,141,2575.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
132.0,30.5,1759.0,45000.0,41342,1615,60000.0,40000.0,56250.0,40000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,258,4026.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
150.0,32.0,1785.0,30000.0,41343,1616,40000.0,20000.0,37500.0,20000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,232,4800.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
127.0,30.5,1834.0,35000.0,41345,1618,40000.0,20000.0,43750.0,20000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,183,3873.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
133.5,63.5,1878.0,10000.0,41347,1620,20000.0,10000.0,12500.0,10000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,139,8477.25,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
194.0,42.5,1861.0,24000.0,41348,1621,40000.0,20000.0,30000.0,20000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,156,8245.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
136.0,21.5,1878.0,48000.0,41349,1622,50000.0,30000.0,60000.0,30000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,139,2924.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
107.5,22.0,1847.0,30000.0,41350,1623,40000.0,20000.0,37500.0,20000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,170,2365.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
130.5,30.5,1872.0,9500.0,41351,1624,10000.0,5000.0,11875.0,5000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,145,3980.25,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
68.5,35.5,1905.0,120000.0,41352,1625,50000.0,30000.0,150000.0,30000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,112,2431.75,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
133.0,30.0,1913.0,9500.0,41353,1626,12000.0,8000.0,11875.0,8000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,104,3990.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
34.5,94.0,1903.0,42000.0,41354,1627,12000.0,8000.0,52500.0,8000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,114,3243.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
26.0,33.0,1895.0,7500.0,41355,1628,10000.0,5000.0,9375.0,5000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,122,858.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
70.0,23.5,1892.0,7000.0,41356,1629,8000.0,5000.0,8750.0,5000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,125,1645.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
18.5,41.0,1896.0,6000.0,41357,1630,10000.0,5000.0,7500.0,5000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121,758.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
19.0,41.5,1898.0,32000.0,41358,1631,15000.0,10000.0,40000.0,10000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,119,788.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
132.0,32.5,1868.0,5000.0,41359,1632,10000.0,5000.0,6250.0,5000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,149,4290.0,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
19.5,79.0,1908.0,5000.0,41361,1634,10000.0,5000.0,6250.0,5000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,109,1540.5,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
78.8,125.5,1922.0,9000.0,41362,1635,10000.0,8000.0,11250.0,8000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95,9889.4,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
100.7,33.5,1894.0,120000.0,41363,1636,70000.0,50000.0,150000.0,50000.0,7,704990.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,123,3373.4500000000007,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
50.8,48.0,1876.0,130000.0,41364,1637,120000.0,80000.0,162500.0,80000.0,7,704990.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,141,2438.4,0,0,1,0,0,0,0,0,1,0,1,0,0,2357.03,20606.93,1.748,6011.24
59.3,40.4,1900.0,4000.0,40864,1,3500.0,2500.0,5000.0,2000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,117,2395.72,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
43.9,32.0,1884.0,2200.0,40865,2,2400.0,1800.0,2750.0,1400.0,7,20017.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,133,1404.8,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
41.2,33.2,1862.0,1300.0,40866,3,2000.0,1500.0,1625.0,1300.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,155,1367.84,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
63.5,53.4,1862.0,2200.0,40867,4,3500.0,2500.0,2750.0,2000.0,7,20017.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,155,3390.9,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
63.5,53.4,1832.0,3200.0,40868,5,6000.0,4000.0,4000.0,3200.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,3390.9,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
73.0,60.4,1889.0,7000.0,40869,6,6000.0,4000.0,8750.0,2400.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,128,4409.2,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
23.2,17.5,1829.0,1600.0,40870,7,3000.0,2000.0,2000.0,1600.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,188,406.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
38.7,29.3,1832.0,1000.0,40871,8,1200.0,800.0,1250.0,800.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,1133.91,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
21.9,16.7,1749.0,2400.0,40872,9,1800.0,1200.0,3000.0,1200.0,7,20017.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,268,365.73,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
45.0,31.2,1832.0,3000.0,40873,10,4000.0,3000.0,3750.0,3000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,1404.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
66.0,54.0,1827.0,7000.0,40874,11,6000.0,4000.0,8750.0,3200.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,190,3564.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
43.8,35.6,1794.0,6000.0,40875,12,3000.0,2000.0,7500.0,1600.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,223,1559.28,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
51.0,40.3,1832.0,1200.0,40876,13,2000.0,1500.0,1500.0,1200.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,2055.3,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
48.0,36.5,1820.0,1000.0,40877,14,1800.0,1200.0,1250.0,1000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,197,1752.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
28.0,20.9,1835.0,1100.0,40878,15,1200.0,800.0,1375.0,600.0,7,20017.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,182,585.1999999999998,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
47.8,59.0,1832.0,2000.0,40879,16,3000.0,2000.0,2500.0,2000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,2820.2,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
80.4,66.1,1832.0,26000.0,40880,17,18000.0,12000.0,32500.0,12000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,5314.44,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
45.4,33.2,1832.0,10000.0,40881,18,5000.0,3000.0,12500.0,3000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,1507.28,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
61.0,50.8,1791.0,2400.0,40882,19,5000.0,3000.0,3000.0,2400.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,226,3098.8,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
40.3,30.5,1922.0,1900.0,40883,20,1800.0,1200.0,2375.0,1000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95,1229.15,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
25.4,17.7,1832.0,900.0,40884,21,1500.0,1000.0,1125.0,800.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,449.58,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
32.0,29.5,1832.0,3000.0,40885,22,2000.0,1500.0,3750.0,1200.0,7,20017.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,185,944.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
100.0,84.5,1832.0,6000.0,40886,23,8000.0,6000.0,7500.0,5500.0,7,20017.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,185,8450.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
73.0,53.0,1832.0,2000.0,40887,24,3000.0,2000.0,2500.0,2000.0,7,20017.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,185,3869.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
41.3,31.2,1832.0,8000.0,40888,25,8000.0,5000.0,10000.0,4000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,1288.56,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
31.4,20.6,1798.0,300.0,40889,26,600.0,400.0,375.0,300.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,219,646.84,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
54.3,41.0,1799.0,2000.0,40890,27,3500.0,2500.0,2500.0,2000.0,7,20017.25,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,218,2226.3,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
24.2,28.9,1832.0,4800.0,40891,28,2000.0,1500.0,6000.0,1200.0,7,20017.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,185,699.38,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
221.7,138.5,1832.0,6000.0,40892,29,5000.0,3000.0,7500.0,3000.0,7,20017.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,185,30705.45,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
38.5,26.0,1898.0,800.0,40893,30,1500.0,1000.0,1000.0,800.0,7,20017.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,119,1001.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2357.03,20606.93,1.748,6011.24
109.0,96.0,2003.0,38000.0,56571,701,18000.0,12000.0,47500.0,12000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,15,10464.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
30.0,23.0,1998.0,6000.0,56573,703,3000.0,2000.0,7500.0,2000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,690.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
29.0,12.0,1998.0,5500.0,56575,704,2000.0,1000.0,6875.0,1000.0,8,71567.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,20,348.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
34.3,118.5,2002.0,8000.0,56576,705,12000.0,8000.0,10000.0,8000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,16,4064.55,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
119.3,84.3,1998.0,11000.0,56574,706,8000.0,6000.0,13750.0,6000.0,8,71567.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,10056.99,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
106.0,112.5,1998.0,8000.0,56577,707,8000.0,6000.0,10000.0,6000.0,8,71567.65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,20,11925.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
39.8,54.5,1994.0,4200.0,56580,708,6000.0,4000.0,5250.0,4000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,24,2169.1,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
65.0,48.7,1995.0,28000.0,56578,709,12000.0,10000.0,35000.0,8000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,23,3165.5,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
62.8,179.5,2001.0,1500.0,56579,711,3000.0,2000.0,1875.0,1500.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,11272.6,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
80.0,99.5,2002.0,8500.0,56582,712,8000.0,6000.0,10625.0,6000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,16,7960.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
118.3,99.0,1995.0,6000.0,56583,713,7000.0,5000.0,7500.0,5000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,23,11711.7,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
70.0,54.0,1997.0,6000.0,56586,716,7000.0,5000.0,7500.0,4000.0,8,71567.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,3780.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
